# -*- tcl -*- bench/csv
1
507,Geo2Point* 5x 4 -10 -10,2.099
508,Geo2Point* 5x 4 -10 0,2.086
509,Geo2Point* 5x 4 -10 10,2.078
510,Geo2Point* 5x 4 0 -10,2.043
511,Geo2Point* 5x 4 0 0,2.356
512,Geo2Point* 5x 4 0 10,2.1
513,Geo2Point* 5x 4 10 -10,2.407
514,Geo2Point* 5x 4 10 0,3.048
515,Geo2Point* 5x 4 10 10,2.34
516,Geo2Point* 5x 5 -10 -10,2.085
517,Geo2Point* 5x 5 -10 0,5.295
518,Geo2Point* 5x 5 -10 10,2.56
519,Geo2Point* 5x 5 0 -10,2.385
520,Geo2Point* 5x 5 0 0,2.626
521,Geo2Point* 5x 5 0 10,2.008
522,Geo2Point* 5x 5 10 -10,2.116
523,Geo2Point* 5x 5 10 0,2.105
524,Geo2Point* 5x 5 10 10,2.535
525,Geo2Point* 5x 6 -10 -10,2.072
526,Geo2Point* 5x 6 -10 0,2.498
527,Geo2Point* 5x 6 -10 10,2.096
528,Geo2Point* 5x 6 0 -10,2.273
529,Geo2Point* 5x 6 0 0,2.392
530,Geo2Point* 5x 6 0 10,2.395
531,Geo2Point* 5x 6 10 -10,2.084
532,Geo2Point* 5x 6 10 0,2.186
533,Geo2Point* 5x 6 10 10,2.112
534,Geo2Point* 5x 7 -10 -10,2.085
535,Geo2Point* 5x 7 -10 0,2.702
536,Geo2Point* 5x 7 -10 10,2.085
537,Geo2Point* 5x 7 0 -10,1.967
538,Geo2Point* 5x 7 0 0,2.371
539,Geo2Point* 5x 7 0 10,2.006
540,Geo2Point* 5x 7 10 -10,2.495
541,Geo2Point* 5x 7 10 0,2.585
542,Geo2Point* 5x 7 10 10,2.447
543,Geo2Point* 5x 8 -10 -10,2.083
544,Geo2Point* 5x 8 -10 0,3.19
545,Geo2Point* 5x 8 -10 10,2.946
546,Geo2Point* 5x 8 0 -10,2.753
547,Geo2Point* 5x 8 0 0,2.336
548,Geo2Point* 5x 8 0 10,2.561
549,Geo2Point* 5x 8 10 -10,2.184
550,Geo2Point* 5x 8 10 0,2.096
551,Geo2Point* 5x 8 10 10,2.095
552,Geo2Point* 5x 9 -10 -10,2.122
553,Geo2Point* 5x 9 -10 0,2.087
554,Geo2Point* 5x 9 -10 10,2.131
555,Geo2Point* 5x 9 0 -10,1.992
556,Geo2Point* 5x 9 0 0,2.008
557,Geo2Point* 5x 9 0 10,2.0
558,Geo2Point* 5x 9 10 -10,2.496
559,Geo2Point* 5x 9 10 0,2.697
560,Geo2Point* 5x 9 10 10,2.1
561,Geo2Point* 5x 10 -10 -10,2.107
562,Geo2Point* 5x 10 -10 0,2.572
563,Geo2Point* 5x 10 -10 10,2.495
564,Geo2Point* 5x 10 0 -10,2.928
565,Geo2Point* 5x 10 0 0,2.32
566,Geo2Point* 5x 10 0 10,2.474
567,Geo2Point* 5x 10 10 -10,2.1
568,Geo2Point* 5x 10 10 0,2.522
569,Geo2Point* 5x 10 10 10,2.131
570,Geo2Point* 5x 11 -10 -10,2.083
571,Geo2Point* 5x 11 -10 0,2.515
572,Geo2Point* 5x 11 -10 10,2.31
573,Geo2Point* 5x 11 0 -10,2.019
574,Geo2Point* 5x 11 0 0,2.38
575,Geo2Point* 5x 11 0 10,2.021
576,Geo2Point* 5x 11 10 -10,2.18
577,Geo2Point* 5x 11 10 0,2.354
578,Geo2Point* 5x 11 10 10,3.122
579,Geo2Point* 5x 12 -10 -10,2.376
580,Geo2Point* 5x 12 -10 0,2.355
581,Geo2Point* 5x 12 -10 10,2.284
582,Geo2Point* 5x 12 0 -10,2.02
583,Geo2Point* 5x 12 0 0,2.433
584,Geo2Point* 5x 12 0 10,2.342
585,Geo2Point* 5x 12 10 -10,2.115
